longitude,latitude,fid,e_vel,n_vel,e_err,n_err,station,ref
99.95,25.69,"5893",1.4,-10.7,0.4,0.4,Y299_GPS,wang_shen_2020
100.369,25.437,"5894",1.9,-12.2,0.8,0.7,Y302_GPS,wang_shen_2020
100.567,25.44,"5895",3.3,-10.1,0.4,0.4,Y307_GPS,wang_shen_2020
100.584,24.788,"5896",2,-8.6,0.5,0.4,Y313_GPS,wang_shen_2020
100.914,24.284,"5897",2.2,-6.6,2.4,1.9,Y315_GPS,wang_shen_2020
102.219,27.902,"5898",10.6,-10.7,0.5,0.5,Y318_GPS,wang_shen_2020
95.377,37.834,"5899",8.9,5.9,0.6,0.7,Y345_GPS,wang_shen_2020
97.73,37.377,"5900",11,5.6,0.6,0.6,Y347_GPS,wang_shen_2020
96.633,39.839,"5901",4.3,4,1.1,1.1,YC20_GPS,wang_shen_2020
99.269,26.492,"5902",1.6,-11.3,0.5,0.5,YD02_GPS,wang_shen_2020
99.764,26.529,"5903",2.6,-11.8,0.6,0.6,YD03_GPS,wang_shen_2020
100.435,26.813,"5904",7.5,-12.2,0.6,0.6,YD04_GPS,wang_shen_2020
100.616,26.801,"5905",5.6,-12.6,0.5,0.5,YD05_GPS,wang_shen_2020
101.015,26.522,"5906",7.2,-10.3,0.7,0.6,YD06_GPS,wang_shen_2020
98.625,26.018,"5907",-1.1,-7,0.6,0.6,YD07_GPS,wang_shen_2020
98.78,25.947,"5908",-1.5,-8.8,0.7,0.7,YD08_GPS,wang_shen_2020
98.94,25.836,"5909",-1.1,-8.7,0.7,0.6,YD11_GPS,wang_shen_2020
99.575,25.761,"5910",-0.1,-10.6,0.7,0.6,YD13_GPS,wang_shen_2020
100.045,25.584,"5911",5,-11.1,1,0.9,YD15_GPS,wang_shen_2020
100.317,25.704,"5912",3.4,-10.3,0.6,0.5,YD16_GPS,wang_shen_2020
100.464,25.779,"5913",2.4,-10.7,0.7,0.6,YD17_GPS,wang_shen_2020
100.641,25.686,"5914",3,-10.9,0.6,0.5,YD18_GPS,wang_shen_2020
100.785,25.708,"5915",4.2,-11,0.6,0.5,YD19_GPS,wang_shen_2020
101.135,25.835,"5916",4.6,-10.9,0.7,0.6,YD20_GPS,wang_shen_2020
101.408,25.7,"5917",4.6,-11.1,0.7,0.7,YD21_GPS,wang_shen_2020
101.548,25.669,"5918",5.6,-13.1,0.6,0.6,YD22_GPS,wang_shen_2020
101.76,25.75,"5919",5.9,-11.9,0.6,0.5,YD23_GPS,wang_shen_2020
102.05,25.664,"5920",5.9,-12.3,0.9,0.8,YD24_GPS,wang_shen_2020
102.63,25.657,"5921",5.8,-11.8,0.6,0.6,YD25_GPS,wang_shen_2020
102.757,25.642,"5922",5.9,-10.9,0.7,0.7,YD26_GPS,wang_shen_2020
103.088,25.574,"5923",6.1,-8.3,1,0.8,YD27_GPS,wang_shen_2020
103.159,25.576,"5924",7.3,-7.8,0.7,0.6,YD28_GPS,wang_shen_2020
103.323,25.523,"5925",7.4,-4.8,0.7,0.6,YD29_GPS,wang_shen_2020
103.434,25.456,"5926",6.6,-4.1,0.6,0.5,YD30_GPS,wang_shen_2020
103.598,25.424,"5927",6.6,-4.4,0.6,0.5,YD31_GPS,wang_shen_2020
97.713,24.753,"5928",-4.7,-1.7,0.6,0.5,YD32_GPS,wang_shen_2020
98.243,24.578,"5929",-4.6,-4.3,1.1,0.9,YD33_GPS,wang_shen_2020
98.401,24.495,"5930",-1.3,-5.9,1.1,1,YD34_GPS,wang_shen_2020
98.778,24.637,"5931",-2.2,-7.4,0.6,0.5,YD35_GPS,wang_shen_2020
98.755,24.435,"5932",-2.6,-5.7,0.6,0.5,YD36_GPS,wang_shen_2020
98.866,24.363,"5933",-1.1,-6.4,0.8,0.7,YD37_GPS,wang_shen_2020
99.207,24.26,"5934",-1,-6.5,1.2,1,YD38_GPS,wang_shen_2020
99.342,24.209,"5935",-2.1,-6.3,1,0.9,YD39_GPS,wang_shen_2020
99.45,24.194,"5936",-1.5,-7.3,0.6,0.5,YD40_GPS,wang_shen_2020
99.744,24.109,"5937",-1.1,-7.5,0.6,0.6,YD41_GPS,wang_shen_2020
99.846,24.032,"5938",-0.6,-10.2,0.6,0.6,YD42_GPS,wang_shen_2020
99.966,23.953,"5939",-0.4,-7.6,0.6,0.6,YD43_GPS,wang_shen_2020
100.266,23.554,"5940",-1,-8.8,0.6,0.6,YD44_GPS,wang_shen_2020
100.591,23.505,"5941",0.6,-10.7,1.5,1.3,YD45_GPS,wang_shen_2020
100.752,23.514,"5942",0.6,-9.2,0.7,0.6,YD46_GPS,wang_shen_2020
101.023,23.242,"5943",0.1,-9,0.9,0.7,YD47_GPS,wang_shen_2020
101.213,23.255,"5944",-0.5,-8.5,1.1,1,YD49_GPS,wang_shen_2020
101.307,23.242,"5945",3.3,-10.4,1.2,0.9,YD50_GPS,wang_shen_2020
101.47,23.319,"5946",0.2,-8.9,0.7,0.6,YD51_GPS,wang_shen_2020
101.822,23.421,"5947",2.4,-9.3,0.7,0.6,YD52_GPS,wang_shen_2020
102.087,23.834,"5948",2.4,-9.1,1.2,0.9,YD53_GPS,wang_shen_2020
102.261,24.118,"5949",2.1,-8.5,0.9,0.7,YD54_GPS,wang_shen_2020
102.585,24.199,"5950",2.9,-9.1,1,0.9,YD55_GPS,wang_shen_2020
102.651,24.113,"5951",4.7,-8.6,0.7,0.6,YD56_GPS,wang_shen_2020
102.789,24.216,"5952",5.9,-5.9,0.7,0.6,YD57_GPS,wang_shen_2020
102.91,24.191,"5953",5.1,-6.5,0.7,0.7,YD58_GPS,wang_shen_2020
103.1,24.209,"5954",6.9,-3.8,0.6,0.6,YD59_GPS,wang_shen_2020
103.216,24.177,"5955",6.9,-4.3,0.5,0.5,YD60_GPS,wang_shen_2020
103.276,24.143,"5956",5.6,-5,0.9,0.8,YD61_GPS,wang_shen_2020
100.919,22.332,"5957",2.9,-4.9,1,0.9,YD62_GPS,wang_shen_2020
100.96,22.067,"5958",3.9,-5.7,1.6,1.4,YD63_GPS,wang_shen_2020
101.129,21.981,"5959",2.3,-5.4,0.9,0.8,YD64_GPS,wang_shen_2020
101.368,21.65,"5960",2.6,-5.3,1.5,1.3,YD65_GPS,wang_shen_2020
118.201,26.179,"5961",7.3,-2.9,0.5,0.4,YX12_GPS,wang_shen_2020
99.38,39.247,"5962",3.6,2.1,1.2,1.2,YZ46_GPS,wang_shen_2020
100.431,38.95,"5963",4.3,1.4,0.6,0.6,YZ68_GPS,wang_shen_2020
118.74,26.575,"5964",5.9,-1.3,0.9,0.8,ZT03_GPS,wang_shen_2020
58.56,56.43,"5965",0.5,0.2,0.1,0.1,ARTU_GPS,wang_shen_2020
102.235,51.77,"5966",1.3,-0.8,0.4,0.4,BADG_GPS,wang_shen_2020
166.438,68.076,"5967",-0.9,-4.7,0.2,0.2,BILI_GPS,wang_shen_2020
30.497,50.364,"5968",-0.2,0.2,0.1,0.1,GLSV_GPS,wang_shen_2020
78.551,17.417,"5969",14.3,35,0.1,0.1,HYDE_GPS,wang_shen_2020
77.57,13.021,"5970",15.3,35.1,0.2,0.1,IISC_GPS,wang_shen_2020
104.316,52.219,"5971",-0.2,-0.4,0.1,0.2,IRKT_GPS,wang_shen_2020
135.046,48.522,"5972",0.1,-0.3,0.3,0.3,KHAJ_GPS,wang_shen_2020
66.885,39.135,"5973",0.5,1.7,0.2,0.2,KIT3_GPS,wang_shen_2020
88.36,69.362,"5974",-0.7,0.2,0.1,0.1,NRIL_GPS,wang_shen_2020
103.68,1.346,"5975",6.3,1.1,0.2,0.2,NTUS_GPS,wang_shen_2020
83.235,54.841,"5976",0.3,0.1,0.2,0.2,NVSK_GPS,wang_shen_2020
11.865,78.93,"5977",0.1,-0.6,0.1,0.1,NYAL_GPS,wang_shen_2020
11.925,57.395,"5978",-0.1,-0.1,0.1,0.1,ONSA_GPS,wang_shen_2020
80.703,7.273,"5979",21.3,36.5,0.8,0.8,PALK_GPS,wang_shen_2020
158.65,53.023,"5980",-25.6,11.2,0.2,0.2,PETS_GPS,wang_shen_2020
74.694,42.68,"5981",0.3,2.9,0.1,0.1,POL2_GPS,wang_shen_2020
77.017,43.179,"5982",0.5,2.6,0.1,0.1,SELE_GPS,wang_shen_2020
127.054,37.276,"5983",1.9,-0.9,0.1,0.1,SUWN_GPS,wang_shen_2020
128.866,71.635,"5984",-0.3,0.4,0.1,0.1,TIXI_GPS,wang_shen_2020
18.938,69.663,"5985",-0.5,1.1,0.2,0.2,TROM_GPS,wang_shen_2020
107.052,47.865,"5986",2.2,-1.3,0.1,0.1,ULAB_GPS,wang_shen_2020
36.758,55.699,"5987",0.3,0.7,0.2,0.2,ZWE2_GPS,wang_shen_2020
77.512,13.034,"5988",16.5,34.9,0.3,0.2,BAN2_GPS,wang_shen_2020
92.794,55.993,"5989",-1.3,-1.2,0.5,0.6,KSTU_GPS,wang_shen_2020
115.892,39.609,"5990",3.3,-1.9,0.1,0.1,BJFS_GPS,wang_shen_2020
116.224,40.251,"5991",3.4,-2.1,0.1,0.1,BJSH_GPS,wang_shen_2020
97.378,37.38,"5992",9.9,6,0.1,0.1,DLHA_GPS,wang_shen_2020
100.201,40.984,"5993",4,0.6,0.1,0.1,DXIN_GPS,wang_shen_2020
113.34,23.185,"5994",7,-2.6,0.2,0.2,GUAN_GPS,wang_shen_2020
87.177,43.471,"5995",4.5,7.3,0.1,0.2,GUAO_GPS,wang_shen_2020
119.741,49.27,"5996",1.4,-1.2,0.1,0.1,HLAR_GPS,wang_shen_2020
126.62,45.703,"5997",1.7,-0.4,0.1,0.2,HRBN_GPS,wang_shen_2020
117.531,40.076,"5998",2.5,-0.7,0.1,0.1,JIXN_GPS,wang_shen_2020
102.797,25.029,"5999",3.9,-11.4,0.2,0.2,KUNM_GPS,wang_shen_2020
102.165,19.898,"6000",6.8,-1.8,0.2,0.2,LALB_GPS,wang_shen_2020
104.978,18.192,"6001",5.7,-2.8,0.3,0.3,LALX_GPS,wang_shen_2020
105.414,28.872,"6002",8.2,-3.8,0.1,0.1,LUZH_GPS,wang_shen_2020
97.45,25.435,"6003",-3.4,-0.7,0.5,0.5,MMMZ_GPS,wang_shen_2020
97.771,20.896,"6004",1,0.4,0.4,0.3,MMNS_GPS,wang_shen_2020
120.304,36.077,"6005",3.4,-1.2,0.4,0.4,QDAO_GPS,wang_shen_2020
109.845,19.029,"6006",5.8,-1.7,0.1,0.1,QION_GPS,wang_shen_2020
121.2,31.1,"6007",6.2,-2.1,0.1,0.1,SHAO_GPS,wang_shen_2020
130.908,44.433,"6008",-0.2,0,0.1,0.2,SUIY_GPS,wang_shen_2020
117.123,36.215,"6009",4.8,-2.9,0.1,0.1,TAIN_GPS,wang_shen_2020
75.234,37.775,"6010",-1.7,21.3,0.1,0.1,TASH_GPS,wang_shen_2020
114.491,30.516,"6011",6.3,-3.5,0.2,0.2,WHJF_GPS,wang_shen_2020
114.357,30.532,"6012",7.2,-2.3,0.1,0.1,WUHN_GPS,wang_shen_2020
118.083,24.45,"6013",7,-3,0.1,0.1,XIAM_GPS,wang_shen_2020
101.774,36.601,"6014",11,2.3,0.1,0.1,XNIN_GPS,wang_shen_2020
107.437,37.779,"6015",5.3,-2.9,0.1,0.1,YANC_GPS,wang_shen_2020
112.335,16.834,"6016",4.6,-1.5,0.3,0.3,YONG_GPS,wang_shen_2020
113.105,34.521,"6017",6.4,-3.4,0.1,0.1,ZHNZ_GPS,wang_shen_2020
116.991,30.617,"6018",7.3,-2.2,0.3,0.3,AHAQ_GPS,wang_shen_2020
107.232,29.905,"6019",7.9,-2.3,0.3,0.3,CQCS_GPS,wang_shen_2020
108.49,30.77,"6020",7.8,-2.6,0.7,0.6,CQWZ_GPS,wang_shen_2020
117.985,27.617,"6021",7.4,-2.1,0.3,0.3,FJWY_GPS,wang_shen_2020
120.019,26.877,"6022",7.5,-1.8,0.3,0.3,FJXP_GPS,wang_shen_2020
113.588,24.846,"6023",7.8,-2.2,0.4,0.4,GDSG_GPS,wang_shen_2020
116.603,23.418,"6024",7.8,-1.8,0.9,0.9,GDST_GPS,wang_shen_2020
113.567,22.275,"6025",7.7,-2.7,0.4,0.4,GDZH_GPS,wang_shen_2020
110.304,21.155,"6026",7.9,-2.9,0.4,0.4,GDZJ_GPS,wang_shen_2020
95.761,40.516,"6027",3.9,3.4,0.3,0.3,GSAX_GPS,wang_shen_2020
94.685,40.144,"6028",3.4,3.8,0.3,0.3,GSDH_GPS,wang_shen_2020
104.605,35.554,"6029",9.6,-0.7,0.3,0.3,GSDX_GPS,wang_shen_2020
102.889,37.455,"6030",7.5,0.8,0.4,0.5,GSGL_GPS,wang_shen_2020
105.76,35.527,"6031",8,-2.2,0.3,0.4,GSJN_GPS,wang_shen_2020
104.057,37.181,"6032",8.1,0.7,0.3,0.3,GSJT_GPS,wang_shen_2020
98.215,39.808,"6033",4.3,2.5,0.3,0.3,GSJY_GPS,wang_shen_2020
104.646,34.995,"6034",8.7,-1,0.3,0.3,GSLX_GPS,wang_shen_2020
100.818,38.441,"6035",5.9,2.1,0.3,0.3,GSML_GPS,wang_shen_2020
103.088,38.632,"6036",5.6,0.7,0.4,0.4,GSMQ_GPS,wang_shen_2020
104.023,34.43,"6037",11.3,-0.1,0.3,0.3,GSMX_GPS,wang_shen_2020
106.586,35.548,"6038",8.8,-2.4,0.3,0.3,GSPL_GPS,wang_shen_2020
106.212,34.746,"6039",6.8,-1.4,0.3,0.3,GSQS_GPS,wang_shen_2020
105.905,34.484,"6040",8,-2.6,0.5,0.6,GSTS_GPS,wang_shen_2020
104.815,33.423,"6041",9.3,-1.9,0.4,0.4,GSWD_GPS,wang_shen_2020
109.212,21.652,"6042",6.7,-2.3,0.5,0.5,GXBH_GPS,wang_shen_2020
106.671,23.917,"6043",8.3,-3,0.6,0.6,GXBS_GPS,wang_shen_2020
108.039,24.695,"6044",8.2,-2.2,0.3,0.3,GXHC_GPS,wang_shen_2020
108.147,22.568,"6045",8.1,-2.2,0.4,0.4,GXNN_GPS,wang_shen_2020
111.234,23.48,"6046",8.3,-1.6,0.5,0.5,GXWZ_GPS,wang_shen_2020
107.726,27.98,"6047",7.5,-2.5,0.4,0.4,GZFG_GPS,wang_shen_2020
106.669,26.473,"6048",8.4,-2.5,0.4,0.3,GZGY_GPS,wang_shen_2020
104.863,26.586,"6049",8.1,-2.5,0.3,0.3,GZSC_GPS,wang_shen_2020
112.448,35.163,"6050",7.1,-2.4,0.3,0.3,HAJY_GPS,wang_shen_2020
109.495,30.276,"6051",7.8,-2.5,0.3,0.3,HBES_GPS,wang_shen_2020
112.169,31.118,"6052",7.6,-2.3,0.3,0.3,HBJM_GPS,wang_shen_2020
112.042,32.003,"6053",7.5,-2.7,0.3,0.3,HBXF_GPS,wang_shen_2020
110.965,30.835,"6054",8.2,-1.5,0.3,0.3,HBZG_GPS,wang_shen_2020
110.247,19.994,"6055",7.1,-1.7,0.4,0.4,HIHK_GPS,wang_shen_2020
109.531,18.236,"6056",7.7,-0.2,0.5,0.5,HISY_GPS,wang_shen_2020
113.631,28.156,"6057",7.7,-2.8,0.4,0.4,HNLY_GPS,wang_shen_2020
109.796,27.878,"6058",8.3,-2,0.3,0.3,HNMY_GPS,wang_shen_2020
116.239,29.733,"6059",7.4,-1.7,0.4,0.3,JXHK_GPS,wang_shen_2020
115.058,26.748,"6060",7.3,-3,0.3,0.3,JXJA_GPS,wang_shen_2020
101.679,39.208,"6061",4.9,0.1,0.3,0.3,NMAY_GPS,wang_shen_2020
110.021,40.604,"6062",4.7,-1.7,0.6,0.6,NMBT_GPS,wang_shen_2020
111.942,43.635,"6063",4,-1.8,0.3,0.4,NMEL_GPS,wang_shen_2020
111.251,40.261,"6064",5.6,-2.9,0.3,0.3,NMTK_GPS,wang_shen_2020
106.839,39.664,"6065",5.8,-3,0.3,0.4,NMWH_GPS,wang_shen_2020
108.073,41.299,"6066",4.4,-1.9,0.3,0.3,NMWJ_GPS,wang_shen_2020
105.646,36.554,"6067",8.2,-0.7,0.3,0.3,NXHY_GPS,wang_shen_2020
106.274,38.494,"6068",5.3,-1.8,0.3,0.3,NXYC_GPS,wang_shen_2020
105.244,37.586,"6069",6.5,0.6,0.3,0.3,NXZW_GPS,wang_shen_2020
98.097,36.296,"6070",10.7,6.9,0.3,0.4,QHDL_GPS,wang_shen_2020
100.13,37.333,"6071",10.6,2.7,0.3,0.4,QHGC_GPS,wang_shen_2020
93.331,38.744,"6072",7.5,5.6,0.3,0.4,QHLH_GPS,wang_shen_2020
98.208,34.92,"6073",18.1,4.8,0.5,0.5,QHMD_GPS,wang_shen_2020
101.401,37.472,"6074",9.7,1.9,0.3,0.3,QHME_GPS,wang_shen_2020
100.249,34.478,"6075",15,3.7,0.3,0.3,QHMQ_GPS,wang_shen_2020
90.801,38.475,"6076",8.1,9.5,0.5,0.5,QHMY_GPS,wang_shen_2020
97.015,33.01,"6077",21.1,3.5,0.6,0.5,QHYS_GPS,wang_shen_2020
106.745,31.841,"6078",7.7,-2.7,0.3,0.3,SCBZ_GPS,wang_shen_2020
105.852,32.439,"6079",6.7,-2,0.4,0.4,SCGY_GPS,wang_shen_2020
101.5,29.008,"6080",12.7,-12.5,0.4,0.3,SCJL_GPS,wang_shen_2020
104.516,28.179,"6081",8.1,-2.3,0.3,0.3,SCJU_GPS,wang_shen_2020
100.218,29.992,"6082",17,-10.4,0.5,0.4,SCLT_GPS,wang_shen_2020
102.174,28.333,"6083",12.2,-10.8,0.3,0.2,SCMN_GPS,wang_shen_2020
105.882,30.979,"6084",8.1,-3.4,0.3,0.3,SCNC_GPS,wang_shen_2020
102.716,27.057,"6085",10.7,-11.1,0.3,0.3,SCNN_GPS,wang_shen_2020
102.354,29.229,"6086",11.1,-6.6,0.3,0.3,SCSM_GPS,wang_shen_2020
105.562,30.508,"6087",7.3,-2.5,0.3,0.3,SCSN_GPS,wang_shen_2020
102.765,30.074,"6088",8.8,-4.4,0.3,0.3,SCTQ_GPS,wang_shen_2020
99.803,28.937,"6089",14.5,-12,0.3,0.3,SCXC_GPS,wang_shen_2020
102.511,28.651,"6090",11,-7.6,0.3,0.3,SCYX_GPS,wang_shen_2020
108.773,32.794,"6091",7.9,-3,0.4,0.4,SNAK_GPS,wang_shen_2020
110.077,34.481,"6092",7.7,-2.5,0.6,0.6,SNHY_GPS,wang_shen_2020
107.319,34.057,"6093",8.5,-3,0.4,0.4,SNTB_GPS,wang_shen_2020
108.389,35.169,"6094",7.6,-2.3,0.3,0.3,SNXY_GPS,wang_shen_2020
111.9,36.252,"6095",6.5,-1.5,0.4,0.5,SXGX_GPS,wang_shen_2020
111.604,38.803,"6096",6.6,-1.5,0.4,0.5,SXKL_GPS,wang_shen_2020
111.371,36.084,"6097",7.4,-2.7,0.3,0.3,SXLF_GPS,wang_shen_2020
112.892,37.632,"6098",6.5,-2.5,0.4,0.4,SXYC_GPS,wang_shen_2020
87.601,43.808,"6099",4.2,6.8,0.4,0.4,URU2_GPS,wang_shen_2020
78.77,39.814,"6100",1.8,16.4,0.3,0.3,XJBC_GPS,wang_shen_2020
86.856,47.695,"6101",2.5,4.4,0.3,0.4,XJBE_GPS,wang_shen_2020
74.971,38.651,"6102",-2.7,20.1,0.3,0.4,XJBL_GPS,wang_shen_2020
83.716,42.829,"6103",4.4,7.9,0.4,0.4,XJBY_GPS,wang_shen_2020
84.886,44.311,"6104",4.8,7.2,0.3,0.4,XJDS_GPS,wang_shen_2020
89.539,46.999,"6105",2.9,4.9,0.3,0.4,XJFY_GPS,wang_shen_2020
79.045,37.162,"6106",-1.7,17.9,0.3,0.4,XJHT_GPS,wang_shen_2020
94.336,42.849,"6107",5.4,3.8,0.3,0.3,XJJJ_GPS,wang_shen_2020
90.296,43.809,"6108",5.1,5.5,0.3,0.3,XJML_GPS,wang_shen_2020
90.979,46.151,"6109",4.3,4.7,0.3,0.4,XJQH_GPS,wang_shen_2020
85.53,38.119,"6110",1.4,10,0.3,0.3,XJQM_GPS,wang_shen_2020
86.106,44.208,"6111",4.6,5.9,0.3,0.3,XJSH_GPS,wang_shen_2020
83.659,38.969,"6112",1.8,11.9,0.3,0.4,XJTZ_GPS,wang_shen_2020
86.719,42.923,"6113",5.2,8,0.3,0.4,XJWL_GPS,wang_shen_2020
80.999,44.96,"6114",2.3,3.8,0.3,0.3,XJWQ_GPS,wang_shen_2020
75.238,39.74,"6115",1.6,12.9,0.3,0.4,XJWU_GPS,wang_shen_2020
77.446,37.85,"6116",-0.7,20.2,0.4,0.4,XJYC_GPS,wang_shen_2020
81.526,43.972,"6117",3.3,6.2,0.6,0.6,XJYN_GPS,wang_shen_2020
81.969,36.433,"6118",-2.4,14,0.4,0.4,XJYT_GPS,wang_shen_2020
80.364,42.676,"6119",4.2,7.5,0.3,0.3,XJZS_GPS,wang_shen_2020
87.184,29.268,"6120",13,23.2,0.4,0.4,XZAR_GPS,wang_shen_2020
81.428,30.837,"6121",5.3,19.6,0.5,0.5,XZBG_GPS,wang_shen_2020
97.466,28.661,"6122",15,-5.2,0.5,0.5,XZCY_GPS,wang_shen_2020
84.071,32.292,"6123",9.1,20.2,0.7,0.7,XZGZ_GPS,wang_shen_2020
87.234,31.796,"6124",14.7,20.8,1.3,1.4,XZNM_GPS,wang_shen_2020
92.109,31.492,"6125",23.5,11.7,0.6,0.7,XZNQ_GPS,wang_shen_2020
79.718,33.392,"6126",2.1,17.4,0.6,0.5,XZRT_GPS,wang_shen_2020
88.906,27.437,"6127",13.2,30.2,0.7,0.6,XZYD_GPS,wang_shen_2020
84.156,29.68,"6128",8.3,24,0.5,0.4,XZZB_GPS,wang_shen_2020
101.493,25.049,"6129",5,-11,0.3,0.3,YNCX_GPS,wang_shen_2020
103.181,26.108,"6130",8.2,-6.7,0.3,0.3,YNDC_GPS,wang_shen_2020
99.392,23.546,"6131",-1,-6.5,0.6,0.3,YNGM_GPS,wang_shen_2020
103.292,26.408,"6132",8.2,-5.8,0.4,0.4,YNHZ_GPS,wang_shen_2020
100.881,24.437,"6133",2.7,-9.9,0.6,0.4,YNJD_GPS,wang_shen_2020
103.232,22.786,"6134",8,-2.8,0.3,0.3,YNJP_GPS,wang_shen_2020
99.954,22.56,"6135",2,-5.2,0.5,0.4,YNLA_GPS,wang_shen_2020
100.076,23.868,"6136",2.8,-8.2,0.4,0.3,YNLC_GPS,wang_shen_2020
100.029,26.696,"6137",5.6,-13.4,0.3,0.3,YNLJ_GPS,wang_shen_2020
100.451,21.948,"6138",3.4,-5.8,0.4,0.3,YNMH_GPS,wang_shen_2020
101.675,23.416,"6139",4.4,-9.2,0.3,0.3,YNMJ_GPS,wang_shen_2020
103.382,24.396,"6140",9.1,-3.2,0.4,0.3,YNML_GPS,wang_shen_2020
103.404,23.356,"6141",7.2,-3.4,0.3,0.4,YNMZ_GPS,wang_shen_2020
97.845,24.0,"6142",-2.7,-2.9,0.3,0.3,YNRL_GPS,wang_shen_2020
99.19,24.713,"6143",0.1,-8.8,0.3,0.3,YNSD_GPS,wang_shen_2020
98.438,24.955,"6144",-1.9,-5.8,0.4,0.4,YNTC_GPS,wang_shen_2020
101.906,24.102,"6145",4.1,-10.2,0.4,0.3,YNXP_GPS,wang_shen_2020
101.861,25.689,"6146",7.2,-11.5,0.3,0.3,YNYM_GPS,wang_shen_2020
100.754,26.683,"6147",9,-11.9,0.3,0.3,YNYS_GPS,wang_shen_2020
119.274,29.475,"6148",7.4,-2.3,0.4,0.4,ZJJD_GPS,wang_shen_2020
104.064,30.639,"6149",7.8,-3.6,0.2,0.1,CHDU_GPS,wang_shen_2020
104.545,30.389,"6150",7.5,-3.3,0.2,0.2,JYAN_GPS,wang_shen_2020
103.755,29.565,"6151",7.8,-3.5,0.2,0.2,LESH_GPS,wang_shen_2020
104.726,31.44,"6152",7.6,-2.9,0.2,0.2,MYAN_GPS,wang_shen_2020
103.757,30.91,"6153",7.7,-4,0.2,0.2,PIXI_GPS,wang_shen_2020
103.306,30.354,"6154",8.2,-3,0.2,0.2,QLAI_GPS,wang_shen_2020
104.103,30.2,"6155",7.8,-2.9,0.2,0.1,RENS_GPS,wang_shen_2020
104.546,31.006,"6156",7.7,-3.3,0.1,0.1,ZHJI_GPS,wang_shen_2020
101.745,30.6,"6157",9.8,-4.9,0.2,0.2,MAON_GPS,wang_shen_2020
101.185,31.023,"6158",13.3,-5.7,0.2,0.2,QIME_GPS,wang_shen_2020
101.125,30.881,"6159",16.3,-10.3,0.2,0.2,WARI_GPS,wang_shen_2020
105.119,29.62,"6160",7.8,-2.6,0.2,0.2,NEIJ_GPS,wang_shen_2020
104.434,29.458,"6161",7.3,-2.3,0.2,0.2,ROXI_GPS,wang_shen_2020
104.597,28.798,"6162",7.6,-2.6,0.2,0.2,YBIN_GPS,wang_shen_2020
102.267,27.796,"6163",10.5,-11.5,0.4,0.3,GYAO_GPS,wang_shen_2020
102.112,27.882,"6164",11.3,-12.1,0.3,0.4,KAIY_GPS,wang_shen_2020
105.33,30.104,"6165",8.1,-2.4,0.3,0.3,ANYU_GPS,wang_shen_2020
105.925,31.74,"6166",7.6,-3.1,0.3,0.3,CAXI_GPS,wang_shen_2020
107.187,30.754,"6167",7.8,-2.2,0.3,0.3,DAZU_GPS,wang_shen_2020
102.632,29.349,"6168",10,-4.2,0.3,0.3,HANY_GPS,wang_shen_2020
105.559,32.205,"6169",7.2,-2.5,0.3,0.3,JIGE_GPS,wang_shen_2020
106.939,30.343,"6170",7.6,-1.9,0.3,0.3,LINS_GPS,wang_shen_2020
102.115,29.65,"6171",12.9,-5.6,0.5,0.5,MOXI_GPS,wang_shen_2020
106.065,31.344,"6172",8.2,-2.7,0.4,0.4,NANB_GPS,wang_shen_2020
106.833,32.356,"6173",7.3,-2.6,0.3,0.3,NANJ_GPS,wang_shen_2020
107.217,31.928,"6174",7.8,-2.9,0.4,0.3,TONJ_GPS,wang_shen_2020
105.432,28.166,"6175",7.7,-2.4,0.3,0.3,XYON_GPS,wang_shen_2020
105.386,31.221,"6176",7.6,-1,0.3,0.4,YANT_GPS,wang_shen_2020
106.559,31.076,"6177",7.2,-2.7,0.4,0.4,YISH_GPS,wang_shen_2020
105.169,31.651,"6178",6.8,-3.4,0.4,0.4,ZTON_GPS,wang_shen_2020
107.507,31.207,"6179",8.1,-3.2,0.6,0.5,DAXN_GPS,wang_shen_2020
105.704,30.759,"6180",7,-2.2,0.6,0.6,PENX_GPS,wang_shen_2020
102.348,27.809,"6181",8.9,-9.4,0.4,0.4,XICH_GPS,wang_shen_2020
74.751,42.998,"6182",1,0.8,0.2,0.2,CHUM_GPS,wang_shen_2020
70.317,39.007,"6183",-0.4,4.3,0.4,0.5,GARM_GPS,wang_shen_2020
73.944,41.385,"6184",-0.1,6.7,0.1,0.2,KAZA_GPS,wang_shen_2020
78.619,50.714,"6185",0.5,0.4,0.1,0.2,KRTV_GPS,wang_shen_2020
71.68,37.542,"6186",-8.1,15.3,0.3,0.3,MANM_GPS,wang_shen_2020
72.778,40.53,"6187",0.5,6.5,0.2,0.3,OSHK_GPS,wang_shen_2020
79.485,43.328,"6188",2.2,5,0.2,0.2,PODG_GPS,wang_shen_2020
68.123,37.562,"6189",-3.9,3.5,0.3,0.3,SHTZ_GPS,wang_shen_2020
73.997,44.208,"6190",-0.5,1,0.1,0.1,SUMK_GPS,wang_shen_2020
72.21,42.446,"6191",0.4,1.7,0.1,0.1,TALA_GPS,wang_shen_2020
69.296,41.328,"6192",-2.1,1.4,0.4,0.3,TAS1_GPS,wang_shen_2020
81.714,28.656,"6193",8.2,34.2,0.3,0.2,BMCL_GPS,wang_shen_2020
87.272,26.52,"6194",12.9,35.4,0.4,0.3,BRN2_GPS,wang_shen_2020
